name,id,start_date_local,distance,moving_time,elapsed_time,total_elevation_gain,average_speed,max_speed,average_heartrate,max_heartrate,average_cadence,kilojoules,start_lat,start_lng,end_lat,end_lng,map.id,map.summary_polyline
Foreign Language,14157685655,2025-04-12T10:56:33Z,13009.6,4344,4390,57.6,2.995,5.32,,,,,30.64,-97.68,30.64,-97.68,a14157685655,ue`zDjqdsQDf@AfADTVDTKHHCBZ`@NUb@I`@@HHFjADLKT@v@Hd@l@~@l@DDBEVN@?e@Lw@GkADeBGm@BqAWiDAaAWmEGUgAqBA]kAeGSSsD}@c@u@e@[]q@q@g@_Ac@cDyBq@m@gHoIO]`@g@Ea@_@{@gF{JUu@e@aACIFKvCwBREXV`@fAv@xAHBrAkAgAkAiAE]_@_@CcClBk@l@zBfE`@~@Lf@xAnCt@`AXp@EVc@f@F\|GbIdBpAKNc@O|@t@CDu@YmAjBAHd@b@n@vAFh@@nBx@tAIfAU@INBFl@WPl@b@\Zl@PlCDnCx@tId@hBAr@L|@GZ@p@t@xANjB?f@Wl@l@x@Jd@M\E`AS|A_@z@cArAATTx@CRm@`@Y^_@PAJOP_@Dm@b@mAB_AGiATmFBmALi@Eu@a@QE_AAGGuAFy@QKHoAgAk@Ig@NKLGGi@TQPC^k@f@O\]XSf@OHQj@O|@Fp@SREZN~ABzAP|@^f@C\FXQd@N|Ah@jATdAd@t@Xx@LJPpCC\k@p@TpAB~@C|BIt@H|AU~@Y|C]bAwAjBg@tA]h@i@b@Y^Q^a@Z@Zb@x@ALIL]N{@rADx@EfAIZk@~@Iv@?r@IlAH`@CXLv@Gx@Fn@Kj@Ax@Uf@DvASd@u@b@Kf@uAt@Yz@{@XOd@[d@@^HAtD{E`A}@n@qAXwBJ[HcBAw@]_DHkBZuAb@w@Ik@D]Co@Hc@p@qAj@k@WUSWAYr@}@TMBSl@g@b@w@Ni@NML]jAyAFa@LMV}AESDa@b@sBO}@H}@Ck@F[KaDI[AYn@k@BW[yA@}@QK]s@i@eBg@gAWqAJeAIq@FKg@g@[sBAa@Fa@Uk@Ae@Vc@DkANu@Ta@REHi@HAb@q@ZSF_@Rc@`@Yr@WjAPd@f@PBPXHC`@RnCGXBl@NXV`AJ|@MRFxCM`ABrAM`CEr@]r@Yb@k@nAaAW_BLYnAqBRoB@w@L[ASe@_ALi@@_@SwBq@gAI]CqCi@{Dm@cHCqD[aDYg@Ag@k@{Cy@cBSq@HXDbCZf@NrACj@_@hA@hIJtJZJnDBvEIFK?c@Kg@Dc@GKIaA
Easy Progression Long Run,14169233955,2025-04-13T12:38:34Z,16909.0,5463,5617,0.0,3.095,3.74,171.7,194.0,,,,,,,a14169233955,
Lab Rat,14180445717,2025-04-14T19:26:53Z,13016.8,4415,4460,0.0,2.948,4.16,161.3,190.0,,,,,,,a14180445717,
Finding it,14189464225,2025-04-15T17:35:56Z,13009.6,4166,4198,0.0,3.123,5.18,152.7,186.0,,,,,,,a14189464225,
Legs are Back,14199317525,2025-04-16T19:02:16Z,12070.3,3271,3271,51.2,3.69,5.8,,,,,30.64,-97.68,30.65,-97.67,a14199317525,_f`zDfrdsQRdBDJn@GBNRD@VJ[JFx@GPJ@REf@DLJhC`@b@BJNH`@BBZH@?]Li@Bq@IwA@w@I[FiBU_DC{AWgDIo@{@yAIWAc@Og@MaAk@qC[YeBg@w@MQIc@s@c@WSe@SUcAo@o@YaBsAuA{@uC_DeC{Cg@s@EMBGVUFM@OCMu@wAQUqAyBU[g@_Bk@cAc@oA[o@EQDIbDaCPDlBvDFFJEfAgA@EqAkASBm@Ek@]MAqB|A_An@?D~BxEf@|AvAfCl@z@^v@BTCNWLKTJZtDtEh@b@tA`BHDXOZ_@\OlA[LQdA]f@EjBq@|@SJILQj@Id@Wv@Kj@_@bAUh@Dl@QzANtB?VDzCAl@IrBDfD?tAEDC?GQ}@HMt@UXQfAWrAi@vBe@fAIpDEzBKtC?t@KfARXADCMqC@i@EeBA}D@kBCwE]mDc@_CGi@]wAMKuB|@}A\c@X{Bh@IJk@V_@Xu@|@Uh@S`ACXCvADvCEh@k@zCSp@[xDURs@PSJSVGb@k@`BRh@?NSZ{@NQHCF?^Jp@EJ[GcDHmACsBDcAEe@F{ABeDMeBBo@?y@Rg@\i@De@PONe@DKFIVEBoD~@cANa@TUDMNcAXm@`@c@L?FFLt@`@FJIJk@WEBBBr@b@NLGFIKg@SETS\q@r@ETj@h@n@vAHZVd@X|@PZFTBf@^vA@d@T^DTCRJpAHv@FrBAj@^lCBr@HZAZLpARx@?XL`@BfAC^?lAL\b@d@FRRnC?NOZ?T\f@HRAZIRDj@AN]xBYd@cAjAA^Rl@DPALm@PMLO\]PALQ\OFY@GJ[R[@{AC{BP_@Ee@Fg@E{@Ju@CSDSAOHq@Mi@[ME_AEcAHcAGSOc@Go@q@[OcBP]L_@ZG?EN?Vg@p@MXe@b@EPQN_@rA?\JZBKIa@?]TmAX[P_@TSFUj@o@Ni@HKx@_@x@KXF\JVRFJ?H`A`@`@Hv@@`AQz@Tz@`@v@FPEbDMz@Ap@B`BU`BJ`@Md@g@T@LCJUVUFUJMd@i@PMBIQy@D_@N[n@u@Ti@TsBAo@JY@Ye@aALaASiBC_@i@u@I]Di@A_BQ}@A[EG?i@UqAc@yEOy@@_@CyBYaDKe@
Coolin,14199359896,2025-04-16T19:59:37Z,1131.3,356,356,9.5,3.178,4.2,,,,,30.65,-97.67,30.64,-97.68,a14199359896,gs`zDzzcsQVZXj@@Fi@bASz@?nADx@A~AD`@Cb@@PAd@BT?pBBNBF?Z@VAVDpBDBPDPAn@?hA@XBJCdDAn@GBOCy@?aAEQCe@Oc@Q_A
Recovery,14216571872,2025-04-18T14:12:11Z,9989.6,3018,3061,0.0,3.31,4.52,154.4,179.0,,,,,,,a14216571872,
Better Picks,14228966227,2025-04-19T20:53:37Z,11630.1,3622,3622,0.0,3.211,4.58,164.7,192.0,,,,,,,a14228966227,
Out of it,14235479183,2025-04-20T11:54:02Z,13529.6,3998,3998,49.9,3.384,6.04,,,,,30.64,-97.68,30.65,-97.68,a14235479183,_f`zD`rdsQDbATd@`@CJFATPFONVSl@EVARJDLAf@HlCLZb@d@n@H@\F?Ba@Nc@Ho@UgDHkBKwBMeAAaBOeAI}AmAaCGu@_@{BW_AGo@SS{@Sc@UgAIQI_@q@c@_@c@{@uBeAIOqDaC?YFEPPl@a@xAg@RS^M~@MpBi@~@]V[h@It@_@f@Gt@_@lA[\FZGxF@rCFfLGFGIw@p@g@zA]bBo@jCk@jCMfIERC^Wp@EZ@f@NPA@k@IoAB{@IwAD_EGoJ_@}Cm@gD_@mAOGa@ZeG~A_AZc@f@w@Zm@x@o@dBGv@@hDEtAMbAg@vBGDCr@]lB@^[\i@VCHi@Re@|Ao@Xa@J?TMHHXQv@Jb@HbAuDCiDHsBGe@FsC?wECOEmAXm@Z_ANgAb@]\_AZiBh@oAPgAt@cAV[Xe@?a@QkBwBi@}@cA}@kAaB?Q^g@C[kA_Ck@}@w@cAS{@_AiB}@}BAUlCwBVITDxAbDPNnA_ADMm@k@QYmAAa@]WGKDc@j@S@MZ_@RQTo@\AJn@`ATf@@NdApBTx@x@vAVTPb@b@d@Zv@DNE\_@\CLLZf@^rA|AzCxDfBtABLEDq@YGDBHbAd@BHM?IO[MuAtB`@b@Xf@VjArAdCLbARx@Dr@Xh@^rED`DNbAd@rFLl@@v@Ld@HhDt@dAP`C?TMl@d@z@BTMb@OnCMd@M`@gAxARtAG@@PcAl@M\k@h@UD}@h@yAGiBJyC?yBTi@@g@EeAa@w@GeBB_AMSGcA_Ai@G{AV_@TkA|Ba@`@KTOH[`AEvASb@Fj@JjCRjA`@p@GZ?r@@p@LbAd@bARbAb@f@h@zABt@RdB?Fg@b@EN@f@Pp@@xDIhADnAYpAS`Ca@jAcBzBMj@Uf@w@t@IVeAjACVDLb@n@k@aADUzBgCf@eALc@l@aAZSRYZcARgB^}BImAD{BFg@Aw@S_B@e@h@q@HQ]gB?q@g@y@CUW_@]uAa@m@WwAF{@Ck@BUe@u@]yCD[Ea@@s@Rc@Cw@Jk@Rc@`AiAPc@\]Tu@h@e@d@KlAB|@t@f@T|ALdAIjATj@Tn@F|@K`@BhBKnAHtBUpBA~Au@RYdA_A
Cooked,14235562360,2025-04-20T13:03:37Z,1616.4,549,549,9.3,2.944,3.82,,,,,30.64,-97.68,30.64,-97.68,a14235562360,qm`zDnqdsQGYI_BMy@GyA?sAUuCAe@UUGOA_@WyACWSo@Ym@KYU[C?AH@L?bAH`@R^DNAHLb@@JCf@EDMZMn@B`AA|@Bf@A~@@`@?LEJDtBAh@F`ADtDDFTFJA`B@
Pounding,14268404133,2025-04-23T19:42:11Z,11282.0,3044,3044,33.0,3.706,8.06,,,,,30.64,-97.68,30.65,-97.68,a14268404133,ie`zD`rdsQEEMFKX@DJ@NTGELb@GRDAGHBDNDLCBHD?BKHCITDGNHL??d@Ju@v@?TFDLAh@Dh@DlBPXVXJHJD\?C\BDBCB]Pe@J}@Ek@?_@Ky@No@Io@H[c@eE?y@I}@EuAOgAg@}@]i@Ci@WeAIu@Qq@QoAQQ]OiA]gAQk@{@m@a@EMU]g@W_@[q@Ww@w@_Ai@YMiBeBkAuAu@aAa@[eB}B@GVYHQ?Uc@gAa@i@g@gAy@iA_@qAw@sAcAiCNa@xBqB^MLFj@~AT^Xp@NLhA_AJSAGQKGW]YoAA{@e@K?_BpAGN{@f@ERXj@j@bBLLd@`AXfANLfAnBv@hA\r@F\g@r@FVb@`@xAbBh@|@j@f@nBbCbAd@MRUQO?|@j@@H_@WG?{AlBBJj@f@Pl@Xj@FXXt@d@`AXjBHTDz@TX^zDDdAC\FnA^`DLlBj@xDApABrAR^TJPf@AXTzBUp@BJh@j@@XUb@DLA^G|@QhA]l@YVc@t@AJNx@JNANYDWXc@TO`@QR[RS@w@^gAEoCRmDBo@C]NYGUHe@I}@c@w@EYDiBAw@UcAaAm@CyAVa@ZIJMf@e@l@KXa@ZK\OHEJYhAE`@B^SVHZ@fABx@RjBHR\X@FKVD\G~@PdAHZ\f@Jp@P`@VZDVZt@NLE^TnCULW^HXNjCE~BG\DfB[bBUxBUz@gBbC_@dAUXOXa@VIXQXo@p@BPd@v@ELc@Pe@x@S`ADb@Gb@@RQd@HUBg@L[Eq@Nw@l@aA^c@AKOEUc@BMTc@\YVo@`@SJOt@gBb@y@z@aAb@iAR_C\yAKaABk@F]AcAD{@EaAMs@Am@f@i@DUIc@?UO_BSSU_A_@_@Ee@y@qBMsADc@Eo@HSWUQ_@QqAKcC?e@@QJMDQAm@Hy@Tm@r@w@Tg@RQVk@J]XINO~@Sx@F|@t@XLz@NbBA|@DRBl@\d@Fj@?jCOxAAVDzBMtA?^Id@_@d@Kj@o@TOT]ZUNCHMQ[Om@jAmBLYPuAD}AJ[@O_@m@GUJc@DUM}@KsAo@_AEU@k@G_CSgAFEOq@KeBk@eFEmCYaEIUSS@_@e@iCgAcCQo@DDFd@Tl@NPd@lAFl@VpA
cd,14268454922,2025-04-23T20:35:44Z,1617.3,545,545,9.3,2.968,3.8,,,,,30.65,-97.68,30.64,-97.68,a14268454922,qs`zDdmdsQ@rBB`@DXAP@x@AVBTATDDD?LDHAV@ZAxAD|@AX@`BE\@VGDG@U?gAKaBJQNGR?TGPIFKGk@S}@
Recovery,14282283672,2025-04-24T19:23:48Z,11635.5,4104,4104,87.3,2.835,5.375,,,,,30.64,-97.68,30.64,-97.68,a14282283672,me`zDltdsQDPDF`@BFB?LRC@VBBHUF?NBh@CTHBLCfAHrBHPVTBJ^PV?@\J?AWPi@D_@CuBKu@FMDqBGaAEIAm@Gq@CqBSuAKsAK[_A{AEm@OqA_@oAM}@K]QOi@OiCm@a@y@g@YKUSScAw@k@U[]oBmA_Au@{AiBe@a@q@aAwBgCOW?K^e@BIGYu@{A[_@q@qAk@w@[oA}@aBs@qBCODGdBmAXMXa@HCHHt@dBt@vAH@NSbAu@DICGWOs@u@{@D]QWWSEYVcBjAq@j@CHfAlCp@nAZhAd@j@lBdDZr@DVAP_@`@CFBHnCbDv@fARN^f@lAlA~@p@@LG@[SI@~@v@G@g@_@GBkA~AIRf@h@PZ^|@Rt@t@`Bb@tBLjAVXZrE?hAD~ANx@f@rFPlAA^HTF`@?bCDR\`@Th@JpAJp@Sp@?Jj@hAOp@Ap@QfBQb@iA~ACXLl@J\{@l@S`@KB]b@a@H[`@q@F}AC}BRSEYROVWjAcArCA^XhAHr@E\Mb@GDk@Gk@MYBYYO?EBERSFKl@DXFDF^A~@H`@WAGJEZiAAeB[[Ue@BoB}@eCwAgCwBaA_A_@WgBeB_BuCo@aB?M\g@d@]H?v@|APf@?FeAr@OVDNz@nAb@f@xCpCfBvAn@n@nDtBjAh@f@DNJr@NnAHx@GHOUoA@UEOAw@D]Ca@DSDC^BvAf@T@j@RPGJDJCH_@@i@Ca@YgB?Ud@{AHEf@LREVLn@D\XLCd@a@vAq@n@c@@I?SEISQ{BAC_@@S~@Ep@D`@GZSFKb@KXUR_@VO^c@\Q?MU{@@_@DKZ_@h@w@JYTcC?_@HYBWEQMIUe@@QJSB]YgCu@uA?mCSoA?a@SeA_@qEMaAGwAAaB[uDCMS[Gq@WwA?OMe@}@mBKg@g@mAs@y@tAoBHANJ\JMMs@e@?EF?\PFA?KkA{@}@}@yBoCyA_Bq@aA?HhEhFNJnBvBnChBn@j@`@N~@h@VXVd@n@b@N`@NR`ANlAf@h@JLRRvA^vAXxB~@`BJb@VnDDtAPfADvAE|CJxCE`@Qf@CZI?CI?Y[AQGe@m@EKKkCD]Ge@MGk@FWAMTEYEGIBGSc@?IUIwAIg@
Easy,14282801119,2025-04-25T09:23:10Z,10465.6,3585,3693,44.7,2.919,5.62,,,,,30.64,-97.68,30.64,-97.68,a14282801119,qe`zDzqdsQBb@AlABDp@GDFCFN?BD@RBCJQP@r@EJJBJEp@BHFhBDb@ZZHNTJ^B?TBHDE@WTi@@y@GgBEUD{AAgAYmCGkCWyCK[w@oAGo@U}@K_Ac@_CUSq@SQI]Mw@IUGOOWi@k@]Oa@SU_Am@k@WSSyByA{@q@yBaC_AoA_@_@_@g@w@}@KU?GVSJQ?OGUSa@yByD[a@GQASM[{@eB]_Aa@}@COvC_CJENAxDzHZh@I@CCI[kAaCBKXKj@e@NQAEe@c@]c@eAESIYSSCYPwBbB]RCH^p@~AlDZhAhAhBj@bANRd@bABR?Ha@h@@Lv@bAdBrBjAzArAvAf@`@BE[[@IFCLBFA\Y^SJCTAVKHEJKp@]b@IR?pAYlA_@VKJSXKPAVQd@Oj@EJKZO`AWd@?VIf@?H@vA?HBP?JBzAELDLCZDRCPBf@A`@GZAdBDbACHBHCt@BbAAr@?FGI]AK@Gz@q@XIb@IpAi@xAWf@Sf@KRMV@NAdBAZD~@EZGb@M^CJEhD@RCFGd@?PFLJ\@@GIe@Ai@?w@DcACI?gCBe@Ce@CmHCM@]Cw@e@wDe@_C]qAIGSD[Na@HEDu@Ty@^k@JMNSAqA`@MHKNQHO?SHm@f@[f@Wn@Qx@E\CfADzAG~AMhASz@Mp@IVQ|AKHDb@EX?XATA@OAYLi@ZOBKJWhAEF[TVfAO`@ADe@Ha@NGJALL`AAHkADo@AkAB}EBYEm@BwBA]BuDGg@D[Cq@RO@k@Za@Bk@NYPOBWHMJCFkAd@gBf@_@B{@To@`@cA\OH[TQAQNEC[WeAoAAGWQy@gAk@m@_AkAOMOWCKHABB?PBHXT|@hANLTZHDJRt@~@TRX`@fAhAZTz@f@rA|@JPRFlAr@TTTf@h@\NTNZFDLFx@LZLRDv@VLHDHDNJp@XpAPfAH^Dl@LXl@~@N`@Ht@Bn@Fj@H`CLj@B\?ZFv@GdBBVDRCt@DzACj@Gd@?|@KpBEhB?lBCFEt@GZCr@BBB?Am@B[PuBAO?y@A]@a@?i@DW?]HgA?UFUEIIJENAREDGI@WG?IB_@O[]IMEK@i@Gu@?WES?UDSASGEOCUDm@CCDALCACSCGK?CEBKC_@?g@AI@UKGGBEGOOLWH?H@HCP[Ca@S{@
4x4,14296784916,2025-04-26T19:29:00Z,11441.9,3527,3527,51.5,3.244,5.37,,,,,30.64,-97.68,30.64,-97.68,a14296784916,}e`zD`qdsQLdAALA|@P?DC\@DBCLEA\CEZLSPD@JNMLCZCHBBDBLCZ@J@|@FxAHNXT?HBBLJZDJIAb@?AH]Ve@B]EiBEg@Ba@Ag@Bw@EgAUwBCkBGe@QgCO[o@aAKWAg@Qy@My@Qu@UoAQWqBm@{@OOOWi@k@_@Q]QSkBgAq@i@gBiAa@]AKHET@^a@NKlA]VSVKp@STCj@MfCs@HERWf@MTQh@O`@Cn@]~@UZD`@IzCJ~@CpABx@ENF\B~@CfJEFEK]Ge@P]z@MnAa@ZOj@SZWt@WPOh@KNAJJDEh@CdAEPDj@?b@GrHCVIVBLFp@FDGK_ABc@CG@KC_ABqDCsC@{@A_@@}ACiBOsAAUe@aDq@qCCCY@qBl@GLKF[@}@XOJMDMA}Ad@w@b@[Xc@d@MPOb@MTQ~@GjAD|AGbB@FYhBU`AOf@?PKn@A`@CHGjAoBbAONE@MGGM?MiA_F]oBWs@IMM@s@Vq@NYL@rAZhAh@lC|@~DBBTpAN`@BVR~@?LCD]AmCD_BA}@BeB@SCo@Fi@?mGMq@D]CaATq@^[Bk@NWP_@HOHIPe@RcCp@i@DoA^MPIBqA`@c@^Q?WHaCiCoBcCOM{@iAEM?IVWFM@OAKk@kAeCeEI[Sg@g@_AO]Us@CMc@}@?OlCuBb@KNNnArCPVF?HOx@m@HMAG_@WQWUSaACMESSMEODy@t@m@b@w@^OL?F@JXf@Xp@JLN`@p@pALp@DHh@~@RRv@rAV\^|@DNARa@f@?JJTVTbC|Cl@l@rA~A|@t@`@ZD@?COEUOiAaAu@}@aA_AGMqA}AiA{AAQ\e@BIG_@_@s@U[KYe@w@cA}AMk@Ug@OYY]Ym@Qo@O[Oi@FObAs@t@o@`@W@GCGMAc@XgArAOJW^?D`@~@JZP^DLp@vA\hAf@n@`BrCh@hA?PAL[X?HBHXf@xBfCzBpCn@n@dAt@AHGDYOIABHx@h@AHs@[OX_AlAEJh@f@Vd@DPVj@@H?pBTjAPb@H^Ch@Uj@AHGR?ZAj@BrB?lBBfAAnAHnBBjBA\@JTHbAC~ABfEATATIf@HfAEnA@dDGDBTGP?@C\DGBa@CyBFoEFEIBUC_@@UCg@@QCUKK
LSD,14303098132,2025-04-27T07:45:21Z,21099.3,7032,7094,105.9,3.0,5.3,,,,,30.64,-97.68,30.64,-97.68,a14303098132,cc`zD|udsQ@XPYnADDTG`@HZFbCp@t@d@DB`@FCViBGmGi@sJQoBcAgBuAuHaEmAg@u@e@Yg@y@mBcAwDoCuH{ISc@b@g@?[qDoGeBaEk@aB`@i@pCaBfEnI`@\s@MHCCSMHX|@`@?p@rAIvAiCdB}AiCfBdD@V_@b@APpHbJtA`ADFGJk@K`Ap@u@YsAnBb@f@p@pAlAbDb@tBJjAV^\dECtAJvApAdMF~Cv@jAPzCQp@d@v@BRMh@QbDaBhC`@~AgAp@gAhA}@d@uFXiHL{Bk@{C@_AWaA{@cAEmATyAfCgAnA_@vAH|@Y`@PbETjA^f@KjBLhAv@`Cj@`Aj@pAPdDk@fAVtCMjDF~AQl@_@nD]`AaBvBKj@s@pAg@Va@x@g@^?Pj@`Ao@n@i@v@Kv@DvA}@bBMv@E|BT|BMx@Lr@K^@r@[l@BbBeAbAMf@wAx@_@`Aq@Jq@rA?\qEtFiF|FcJ|F{GwEmASI??Hn@AbAVfGbE|HyEt@q@~JgLjHsIj@eAr@iF?sA_@kDNgCNi@n@y@Eg@N_CjAcBk@kAlCeD^aAfBeC`@mAn@_F@sCGoD_@uBQCSV|@SVa@CaDs@kB_@e@UeAe@cAOkADsBc@i@_@oD@gBPa@C{@x@sBb@_@|@uAHa@b@[jAUdAThAv@`EJn@HzAb@vK_@hBBv@g@d@GPa@j@m@bAo@[eAB[pAmBRq@HgCPo@k@gARcAU}B}@{ACoDScAMgAs@eIIkESqB[w@g@uDoBcFu@}@BOnAeBh@XLEeAk@n@F_Ay@cCgC}DyEMc@XYDe@oDsGQq@}BqFh@o@|BcB|B~DjAaABO}@eAqA@q@k@wDlCv@|BtAdDlCfEj@lA?\_@d@BR`IjJPOhAg@bAU`Ai@nEgAb@QRYvFaBrMDnLOBKIg@Ve@|HeC|C[pDKfHGZRZ?AsA?eSKuBc@qDeAuEeGpB_Cj@{@d@eAlAm@nBM~Hk@fCi@zEMX_Bv@SbAUZuAl@e@jAZdAHbAmIHmMEoHpBS@YSg@b@{F~Aa@ZsB~@i@NdDjCdCvA\r@j@^Xn@bDt@\LNV|@rEDn@rArCPzBf@jIG~CHvC[tAGe@i@Ao@w@OmEMKeA?MRC[{@QMY
Finding Pace,14317470533,2025-04-28T19:07:01Z,11273.4,3513,3513,49.1,3.209,8.18,,,,,30.64,-97.68,30.64,-97.68,a14317470533,we`zDlqdsQFTBlAFRFHZ?HLAHVI@HMTHIHSFEJNn@EPBDDBJANFPEJB\ATDjABVHPTPBLDBPHZ?@FANDFDMAMRi@Dm@EgA?a@GYHsBI{A?KOqAGkA@QW_EK_@y@sAISCk@IUe@iCOcAGQOScA_@oBa@OQGQS[a@WKMO_@sAy@e@SSSo@g@iBkAKM?ELGTAj@c@tAa@JKn@Yb@KVApDeAV[VIRCXS\Kb@Cr@a@`AQ\B\IzCH`AAfABbBEb@BfKGHABGMw@?SJUvCaAbCo@VSr@QHARFdAEdC@VEpA@vBG~@?PDJIVAb@B\LP?DKMcB@KAI@QAgA@UAgCBq@Ce@BYAqBE}D]}DU_AASEK[aBOi@KGQ@QJs@Pc@ZMDg@DSDs@TKHc@DeBj@cAp@_@f@]j@Qj@Oz@ElAD`@?jAKnBGb@ITARIRE^Mb@KbAKp@IhAFn@Af@FlANt@H@RMNOz@OF?HHl@Gv@AVMJMFQ@gACkADq@EIGCg@@cBr@{@V]Pu@TW@kA`@OJCJOd@Kn@?RLZBf@KTiBl@EJANL`A?FGBMGwEFcDBoACYB{@@cFISJU?o@LcAZeCn@wAf@{DhAi@?q@TOLe@Re@Jq@d@U@SHG?]g@e@c@mDgEOKm@y@O]BGLMNS@MCQO_@g@{@e@s@m@iA_@g@g@{Ay@{AGYm@yAAK@GrBcBt@a@D?JHn@~Av@rAJAbA_AHMe@]OYOMu@@]IQQYISDmB|Ag@TKHCL@D`@v@L`@PTl@nAP`@Rv@HRVXRd@TVd@~@`@f@\v@DLAPGLKHQVHVdAhAR\l@l@`@j@lCxCrCpBVL\^j@P`@\D??DC?QSaAc@iA_AsBsAeAiA_@e@_@[e@q@aAcAu@gA]_@IOC?@Dj@h@lChDr@p@NVdAjA~@r@n@\bAr@NRh@Rz@j@XZFRRRZP`@v@PJr@HlBj@LFNRb@xB^xBDt@z@vAJZZpDFhBNbAFvBEp@@z@CXDPFrBC`@Il@CbBGnA@JEfA@nAOzACv@@f@CFEE?IDQ@YHm@AQJeACoABSCYDYFiDFs@GBGZ?RGDCGAYCES@SGMKAKGCU]A[BUOaBFSCI?YEIMCu@HOCIRE[O@AG@aBWCa@Q?QVm@B@CDHGN@NGBG@KAUEU
Blackwater,14350058740,2025-05-01T19:09:11Z,16097.2,4575,4575,65.3,3.519,6.14,,,,,30.64,-97.68,30.64,-97.68,a14350058740,oe`zDnsdsQ@b@HTf@@HFAJNCBZPWJBp@EPLBjAH`Ch@r@t@NAXFDBC?WRi@B[KqCHkC_@gECsAMcBMyAaA}AESYwB[qASqAQYgAa@oBc@_@q@k@]a@u@kBeAi@e@sBqAa@]?Kl@O\]nA_@fAk@t@KpDcA^a@f@Kh@Wl@In@_@~@U`@Bl@IzELbCGbM?DEEu@n@g@xE{ANOnCq@xDIpH?^IHJdADFaEGkBBuDIyHMsB[{B_AgEMA}Bt@SHERYA_AZWPMCaBf@oAv@m@t@e@nASbABpESzBo@hCGd@OxA@xAMNc@By@XS|@MPe@RTjAO\kAj@Cd@Jh@CLkKHw@EgBFsFK_B@iAXe@ZeANYRWBc@b@OJuFpAy@f@mBx@k@P_IkJGUb@k@@Os@yAeC_EWaAq@iA]{@i@{A?QhCuBZEZFdBnDF@r@m@\]?EqAeAcA?k@c@UF_Ax@mBlAb@x@Rp@fAtB^nAb@f@fCtEDLAXe@h@LZjHnIhCdBz@v@ZHrAv@RTXl@f@X\r@bAPdBh@^l@f@rB\fBFr@`A`BL\BlAPnAH`CPpBArBDv@DrDMlAKvBA|EW|CAh@BNHD@MKg@?i@RqBB{EJeCRm@NO|AIXKj@AFGEg@F{@Om@B_@LO?OEiBE_A_DJk@KOsAGeCWoCkA}BCg@]qBo@qCs@]sA_@e@CSK[m@c@Yc@q@iCgBcC{AcA}@iFeGeA{A`@m@A[cCoEq@{@Sy@sAqCo@{BI@BNf@v@lB~DV`AbDvFFd@UZKTBN`BxBrEjFrAv@@HGJYQUC?Hb@N`@\?FGBMOe@MmAdBALf@`@n@rAJf@?p@In@D^z@rAJFBLG|@Zf@\VXp@PtBCRDf@@nBJZTxC\fD?r@P^HpACNBzAt@rAV~B?RQr@L\\j@APM^@r@OfBQf@mAxAEb@BJBQEQBMrAsBRmALaCc@sAT_ASyACk@y@sAAOD{AKiAKg@UUHc@AU_@iDI}@Aa@Ko@IcEGw@GWIuA[o@Ag@WsAIs@gAyBE]e@cAWg@[UEKfA}APSiAzAO\j@h@p@bBD\Et@BjAh@dAHv@ANMRWz@HjICr@L`ITN~C?`FENK`@JnIG^IqBJoGAEIC{@EkCLOr@ERQC]Sy@
